author,first_year,n_papers,affiliations_seen
David Gross,1997,1,[]
David H. Adams,1995,9,[]
David H. Lyth,1998,1,['Lancaster']
David H. Oaknin,2000,3,[]
David Hasler,2002,1,[]
David Hillman,1998,1,[]
David Hochberg,1998,2,"['LAEFF, Madrid']"
David I Olive,1995,5,['University of Wales Swansea']
David I. Olive,1993,4,[]
David I. Santiago,1999,1,[]
David Ian Olive,2002,1,[]
David J Toms,2001,1,[]
David J. Fernandez C,1994,1,[]
David J. Fernandez C.,1995,1,[]
David J. Gross,1992,25,"['ITP', 'Princeton University']"
David J. Toms,1995,6,['University of Newcastle Upon Tyne']
David J. Winters,2001,5,[]
David Karasik,2001,2,[]
David Kastor,1992,14,[]
David Kutasov,1992,19,['University of Chicago']
David L. Obrien,1995,1,['University of Melbourne']
David L. Olmsted,1996,1,[]
David L. Wiltshire,2001,2,['University of Canterbury']
David Langlois,1995,16,"['IAP, Paris', 'DARC, Meudon', 'IAP', 'Observatoire de Paris-Meudon', 'GRECO/IAP, Paris']"
David Louapre,2002,2,"['ENS-Lyon', 'ENS Lyon']"
David Lowe,2001,1,[]
David M. Kaplan,1995,3,[]
David M. Mcavity,1995,1,[]
David M. Pierce,1995,3,[]
David M. Thompson,2001,1,[]
David Mateos,1998,12,[]
David Mattingly,1999,2,[]
David Mcmullan,1993,20,[]
David Montano,1992,1,[]
David N. Yetter,1993,6,[]
David Nolland,1999,7,"['Durham', 'Durham U.']"
David Obrien,1995,1,[]
David P. Hutasoit,1999,1,[]
David Persson,1993,1,[]
David R. Finkelstein,2000,2,['Georgia Institute of Technology']
David R. Morrison,1993,26,['with an appendix by Mark Gross']
David Ridout,1999,1,[]
David Ritz Finkelstein,2000,2,['1']
David S. Berman,2000,2,[]
David Skinner,2001,3,[]
David T. Barclay,1993,1,[]
David Tepper,1998,2,[]
David Thompson,2003,1,[]
David Tong,1997,22,['Kings College']
David Tsabar,1998,2,[]
David Wands,1994,15,"['Portsmouth', 'Sussex']"
David Zoller,1994,2,[]
Davide Fabbri,1998,5,[]
Davide Fioravanti,1995,9,"['Un. of Durham', 'U. of Durham']"
Davide Franco,1993,1,[]
Davide Gaiotto,2001,5,[]
Davide Stelitano,1994,1,[]
Davoud Kamani,1999,15,[]
De Leo Stefano,1995,10,"['Dip. di Fisica, INFN, Lecce, Italia', 'Dip. di Fisica, INFN, Lecce']"
De-Hone Lin,1997,3,[]
De-Pin Zhao,1999,1,[]
De-Si Zang,1999,1,[]
Dean F. Miller,1993,1,[]
Dean L. Welch,1993,5,[]
Dean Lee,1997,11,"['UMass Amherst', 'Univ. of Massachusetts, Amherst', 'Harvard University', 'Univ. of Massachusetts']"
Dean Rasheed,1995,1,[]
Debabrata Basu,1996,3,[]
Debajyoti Choudhury,2001,2,[]
Debashis Gangopadhyay,1994,9,[]
Debashis Ghoshal,1992,15,"['MRI', 'Mehta Research Inst']"
Defu Hou,1998,1,[]
Dejan Stojkovic,2000,6,[]
Demosthenes Ellinas,1993,7,[]
Denis Bernard,1992,13,['SPhT Saclay']
Denis Bernard.,1995,1,[]
Denis Gontsa,2001,1,[]
Denis Juriev,1994,5,"[""Yur'ev, Mathematical Division, Research Institute for System Studies of Russian Academy of Sciences, Moscow"", 'Mathematical Division, Research Institute for System Studies [Information Technologies], Russian Academy of Sciences, Moscow, Russia']"
Denis Kochan,2001,1,[]
Denis Perrot,2000,1,['CPT-Marseille']
Denis Uglov,1995,3,[]
Denis V. Juriev,1995,1,[]
Denise E. Freed,1993,4,[]
Denjoe O Connor,1992,4,[]
Denjoe Oconnor,1993,13,[]
Denne Wesolowski,1994,1,[]
Dennis B. Crossley,1993,2,[]
Dennis Bonatsos,1993,6,[]
Dennis C. Richman,2001,1,[]
Dennis D. Dietrich,2000,2,[]
Dennis Gaitsgory,1994,1,[]
Dennis Nemeschansky,1995,7,[]
Denny Fliegner,1995,2,[]
Deog Ki Hong,1992,5,['Pusan University']
Detlef R. Nolte,1997,6,"['IAS, Princeton', 'IAS']"
Detlev Buchholz,1994,22,[]
Deusdedit M. Medeiros,1999,1,[]
Devis Iellici,1996,3,[]
Dharam V. Ahluwalia,1994,1,[]
Dhurjati Prasad Datta,1997,1,[]
Dian-Min Tong,1994,1,[]
Diana Vaman,1996,13,"['YITP Stony Brook', 'YITP, SUNY Stony Brook']"
Diarmuid Crowley,1997,1,[]
Didier A Depireux,1992,2,[]
Didier Caenepeel,1993,2,[]
Diederik Roest,2003,1,[]
Diego A. R. Dalvit,1996,3,[]
Diego Bellisai,1995,4,['Rome Tor Vergata U.']
Diego D. Dalvit,2000,1,[]
Diego J. Navarro,1999,3,[]
Diego Rodriguez-Gomez,2003,1,[]
Diego Trancanelli,2003,1,[]
Dieter Luest,1992,7,[]
Dieter Lust,1994,52,"['Humboldt U., Berlin', 'Humboldt University, Berlin', 'Humboldt-University, Berlin']"
Dieter Maison,1993,3,[]
Dieter Mayer,1997,3,[]
Dieter R. Brill,1992,1,[]
Dieter W. Heermann,1993,1,[]
Dietmar Ebert,1998,7,"['2,3', '3', 'Humboldt University, Berlin', 'CERN, Geneva,Humboldt University, Berlin']"
Dietmar Klemm,1998,14,"['University of Trento, Italy']"
Dietmar Muelsch,2000,1,[]
Dietmar Mulsch,1999,4,[]
Dietrich Bodeker,1995,2,[]
Dileep P. Jatkar,1992,15,[]
Dimitra Karabali,1992,13,[]
Dimitri Polyakov,1993,16,[]
Dimitrios Tsimpis,1998,10,[]
Dimitry Leites,1997,4,[]
Dimitry Polyakov,2001,1,[]
Dionisio Bazeia,1997,3,['Univ. Fed. da Paraiba']
Dipankar Chakrabarti,1999,4,[]
Diptiman Sen,1992,2,[]
Dirk Graudenz,1996,1,['CERN']
Dirk Kreimer,1996,15,['Mainz Univ.']
Dirk Lehmann,1996,1,['University of Erlangen']
Dirk Olivie,1999,1,[]
Dirk Prange,1997,3,[]
Dirk Schlingemann,1995,7,['ESI Vienna']
Diuliu-Emanuel Diaconescu,2000,1,[]
Dj. Vsijavcki,1994,1,[]
Djamel Dou,1997,1,[]
Djordje Minic,1995,20,"['Penn State University', 'City College']"
Djordje V Sijav Cki,1993,1,[]
Dmitri Antonov,1998,23,"['ITEP, Moscow', 'INFN, Pisa', 'INFN, Pisa, University of Pisa,,ITEP, Moscow', 'INFN, Pisa,University of Pisa', 'INFN, Pisa , Pisa U.', 'INFN, Pisa,Pisa U.', 'INFN, Pisa,Pisa University']"
Dmitri Boulatov,2000,1,[]
Dmitri D. Galtsov,1994,1,[]
Dmitri Diakonov,1996,10,"['NORDITA,St.Petersburg NPI', 'NORDITA,St. Petersburg NPI', 'NORDITA , St.Petersburg NPI', 'Nordita,St. Petersburg NPI', 'NORDITA']"
Dmitri Dolgov,1995,1,[]
Dmitri Fursaev,1994,3,[]
Dmitri Galtsov,1996,7,[]
Dmitri Linde,1994,3,[]
Dmitri M. Gitman,1995,2,[]
Dmitri Orlov,2000,3,[]
Dmitri Sorokin,1996,36,"['Kharkov Institute of Technology, Kharkov, Ukraine']"
Dmitri V. Alekseevsky,2001,2,[]
Dmitri V. Fursaev,1994,6,[]
Dmitri V. Galtsov,1995,9,[]
Dmitri V. Shirkov,1997,1,[]
Dmitri V. Vassilevich,1995,4,[]
Dmitri Vassilevich,1994,3,[]
Dmitrij P. Sorokin,1993,4,[]
Dmitrij Sorokin,1994,7,[]
Dmitrij V. Shirkov,2000,1,[]
Dmitrij V. Soroka,2002,1,[]
Dmitrij V. Volkov,1993,5,[]
Dmitrij Volkov,1995,2,[]
Dmitriy Uvarov,2000,1,[]
Dmitriy V. Uvarov,2001,2,[]
Dmitry A. Kalinin,1999,1,[]
Dmitry Belyaev,2002,1,[]
Dmitry Gitman,1999,1,[]
Dmitry Kerner,2000,1,[]
Dmitry Malyshev,2001,1,[]
Dmitry Melnikov,2003,1,[]
Domenec Espriu,1997,2,['Univ. of Barcelona']
Domenico Giulini,1992,3,[]
Domenico Seminara,1995,8,"['University of Florence', 'LPT-ENS, Paris', 'Ecole Normale Superieure, Paris, France']"
Domingo Louis-Martinez,1996,2,['University of British Columbia']
Domingo Marin Ricoy,1997,1,"['Moscow State University, Russia']"
Dominic Brecher,2001,3,[]
Dominic Joyce,1999,1,[]
Dominic Lee,1998,1,[]
Dominik J. Schwarz,2001,3,[]
Don N. Page,1993,13,"['Univ. of Alberta', 'Univ. Alberta', 'University of Alberta', 'CIAR Cosmology Program, University of Alberta']"
Donal Odriscoll,1998,3,[]
Donald M. Witt,2001,1,[]
Donald Marolf,1993,30,['Syracuse University']
Donald Spector,1992,11,[]
Donalf Marolf,1996,1,[]
Donam Youm,1993,55,['University of Pennsylvania']
Dong Hyun Park,2000,3,[]
Dong Sup Soh,1995,1,[]
Dong Won Lee,1997,2,['Kon-kuk Univ.']
Dong-Pei Zhu,1999,1,[]
Dong-Sheng Du,2001,1,[]
Dongsu Bak,1993,39,['Univ. of Seoul']
Dorje C. Brody,2003,1,[]
Doron Gepner,1992,15,"['Weizmann Institute', 'Caltech', 'Caltech,the Weizmann Institute', 'Caltech,Weizmann Institute', 'Caltech,Weizmann']"
Doug Singleton,1999,2,[]
Douglas J. Smith,1997,11,[]
Douglas M. Eardley,1999,1,[]
Douglas Singleton,1995,12,[]
Douglas W. Mckay,1996,3,['2']
Dragan Popovic,1995,1,[]
Dragan S. Popovic,1998,1,['Institute of Physics']
Dragos Constantin,2002,1,[]
Dubravka Jancic,1993,1,[]
Duiliu-Emanuel Diaconescu,1996,20,['Rutgers University']
Dumitru Astefanesei,2001,1,[]
Dumitru Baleanu,1999,5,"['Bogoliubov LTPh,JINR, Dubna, Russia', 'Bogoliubov LTPh, JINR, Dubna, Russia']"
Dzo Mikulovicz,2000,1,[]
E Corrigan,1994,3,"['University of Durham, UK']"
E Rodulfo,1997,1,[]
E Thiran,1992,1,[]
E. A. Bergshoeff,1992,5,[]
E. A. Dudas,1996,1,[]
E. A. Gaffney,1994,1,[]
E. A. Ivanov,1996,11,"['JINR, Dubna']"
E. A. Silva,2001,1,"[""UNESP /Guaratinguet\\'a""]"
E. A. Tolkachev,1996,2,['Minsk']
E. A. Yuzbashyan,1996,2,"['Joint Institute for Nuclear Research, Dubna, Russia', 'Joint Institute for Nuclear Research, Dubna, Moscow Region, Russia']"
E. Abdalla,1992,28,"['CERN, ICTP', 'ICTP, Trieste']"
E. Adi,1994,1,[]
E. Aifantis,2002,1,[]
E. Aldrovandi,1992,3,[]
E. Alfinito,1996,3,[]
E. Alvarez,1993,19,[]
E. Andres,1992,2,[]
E. Andriyash,2002,1,[]
E. Ardonne,2002,1,[]
E. Atzmon,1995,3,[]
E. Babaev,1998,1,[]
E. Bagan,2000,1,[]
E. Batista,1999,4,[]
E. Baver,1999,1,[]
E. Benedict,1996,1,[]
E. Bergshoeff,1992,47,[]
E. Billey,1993,5,[]
E. Brezin,1992,2,[]
E. Buffenoir,2002,1,[]
E. Buffenoir Ph. Roche,1994,1,[]
E. C. G. Sudarshan,1993,2,[]
E. C. Marino,1992,15,[]
E. C. Vagenas,2000,2,[]
E. Calzetta,1996,1,[]
E. Celeghini,1992,6,[]
E. Comay,1995,1,[]
E. Corrigan,1993,14,[]
E. Corrigan P. E. Dorey,1994,1,[]
E. Cremmer,1993,8,[]
E. D. Jones,1997,1,[]
E. Demilio,1999,1,[]
E. Deotto,1999,5,[]
E. Derrick,1993,4,['2']
E. Dhoker,1994,12,['UCLA']
E. Di Grezia,2003,1,[]
E. Dudas,1994,21,[]
E. E. Donets,1992,8,"['JINR, Dubna']"
E. E. Leite,2002,1,[]
E. Eisenberg,1993,2,[]
E. Elizalde,1992,82,"[""CEAB, CSIC, Cam\\'{\\i} de Santa B\\`arbara,Departament d'ECM,IFAE, Facultat de F{\\ii}sica, Universitat de Barcelona, Spain""]"
E. Elizalde S. D. Odintsov,1995,1,[]
E. Ercolessi,1993,8,[]
E. Eyras,1996,7,[]
E. F. Moreno,1993,17,[]
E. Farhi,1999,5,[]
E. Filotas,2002,1,[]
E. Floratos,1995,3,[]
E. Fradkin,1994,2,[]
E. Frenkel,1994,1,[]
E. G. B. Hohler,1994,2,[]
E. G. Floratos,1995,13,"['INP Demokritos, Un. of Crete', 'NRCPS Demokritos']"
E. G. Gimon,1998,1,[]
E. G. Kalnins,1993,2,[]
E. G. Novak,2002,2,[]
E. G. Timoshenko,1998,1,[]
E. G. Vorontsova,1999,2,[]
E. Gabrielli,1998,4,[]
E. Gava,1992,20,"['INFN, Trieste, Italy', 'INFN,ICTP, Trieste', 'INFN, Trieste']"
E. Gimon,2001,1,[]
E. Gorbatov,2000,3,[]
E. Gozzi,1999,6,[]
E. Graziano,1996,1,[]
E. Guadagnini,1996,3,[]
E. Guitter,1992,7,"['SPHT-Saclay', 'CEA-Saclay, France', 'Saclay']"
E. H Saidi,1997,3,[]
E. H. Saidi,1995,15,['Rabat Univ.']
E. H. Zakkari,2003,2,[]
E. Halyo,1996,3,['Stanford']
E. Harikumar,1996,11,"['1', 'Uni. Hyderabad', 'Univ. of Hyderabad']"
E. Hernandez,1996,1,[]
E. Horozov,1995,1,[]
E. Hsu,1993,1,[]
E. I. Buchbinder,1997,4,[]
E. I. Guendelman,1993,14,[]
E. Iancu,1998,1,[]
E. Imeroni,2001,2,[]
E. Itou,2003,2,[]
E. Ivanov,1992,51,"['JINR, Dubna', 'JINR']"
E. J. Beggs,1996,4,['Swansea']
E. J. Copeland,1994,16,['Sussex']
E. J. Ferrer,1995,4,[]
E. J. Martinec,1995,2,[]
E. J. Moniz,1994,1,[]
E. J. Weniger,2000,1,[]
E. K. Loginov,2001,1,[]
E. K. Sklyanin,1992,5,[]
E. Kanzieper,2000,1,[]
E. Karat,1998,1,[]
E. Katz,2000,1,[]
E. Kazes,2000,2,[]
E. Kellegher,2000,1,[]
E. Keski-Vakkuri,1994,1,[]
E. Kh. Akhmedov,2001,2,[]
E. Kiritsis,1992,41,"['Crete,ENS', 'U. of Crete', 'Univ. of Crete, FORTH,CPHT', '1,2,4', 'University of Crete', 'CERN']"
E. Kohlprath,2000,3,[]
E. Kraus,1999,5,[]
E. L. Da Gracca,2002,2,[]
E. L. Graca,2002,1,['UFRRJ']
E. L. Gracca,2002,1,[]
E. L. Gubankova,1997,5,[]
E. L. Sahraoui,2000,1,[]
E. Langmann,1992,7,[]
E. Leader,1999,1,['University of London']
E. Lim-Lombridas,1992,3,[]
E. Lima,1999,2,[]
E. Lopez,1993,17,[]
E. Lozano-Tellechea,2001,3,[]
E. Lyman,1992,1,[]
E. M. C. Abreu,2000,4,"['UNESP/Guaratingueta', 'FEG/Unesp']"
E. M. C. De Abreu,1995,2,[]
E. M. Cioroianu,1999,10,[]
E. M. F. Curado,2000,4,['CBPF/Brazil']
E. M. Monte,1998,3,[]
E. M. Sahraoui,2001,2,['Turin University']
E. M. Santangelo,1994,12,[]
E. M. Terentjev,1995,1,[]
E. Marinari,1993,5,[]
E. Marino,1998,1,[]
E. Martinec,1993,13,[]
E. Megias,2002,1,[]
E. Meinrenken,1992,1,[]
E. Melzer,1992,4,[]
E. Mendel,1998,2,['Universitaet Oldenburg']
E. Minguzzi,1999,1,[]
E. Montaldi,1994,1,[]
E. Moreno,1994,6,"['CCNY,Baruch, CUNY']"
E. Mottola,1992,3,[]
E. N. T^Imneanu,1999,1,[]
E. Nissimov,1992,10,[]
E. Novak,1999,1,[]
E. Olivieri,1996,1,[]
E. Onofri,1992,5,"['Parma U. , INFN, Parma', '1,3', 'University of Parma, Milano,INFN', 'Dipartimento di Fisica, Universita di Parma,I.N.F.N., Gruppo Collegato di Parma, Italy']"
E. Osnes,2002,1,[]
E. P. Gueuvoghlanian,2000,8,[]
E. P. Likhtman,2002,1,[]
E. Papantonopoulos,1994,14,[]
E. Passos,2003,1,[]
E. Perez,1996,1,[]
E. Poppitz,1996,4,[]
E. Prodan,2002,1,[]
E. Quattrini,1993,3,[]
E. R. Bezerra De Mello,1997,11,['UFPb']
E. R. De Oliveira,2001,1,[]
E. R. Mucciolo,2000,1,[]
E. R. Takano Natti,1998,1,[]
E. Rabinovici,1992,28,['Jerusalem']
E. Ragoucy,1992,26,['Laboratoire de Physique Theorique ENSLAPP']
E. Raineri,2000,1,[]
E. Raiten,1992,1,[]
E. Ramos,1992,12,[]
E. Raschhofer,1996,1,[]
E. Recami,1998,1,[]
E. Remiddi,1998,2,[]
E. Rojas,2002,1,[]
E. Ruiz Arriola,1994,4,[]
E. S. Cheb-Terrab,1995,1,"['Symb. Comp. Group, DFT-UERJ, Brazil']"
E. S. Fradkin,1992,4,[]
E. S. Fraga,1994,2,[]
E. S. Moreira,1995,2,[]
E. S. Moreira Jr,1998,3,"[""UNIFEI-Itajuba'""]"
E. S. Moreira Jr.,1997,2,"[""UNIFEI-Itajuba'"", 'IFT/UNESP, Sao Paulo']"
E. S. Santos,2002,1,[]
E. S. Tututi,1998,3,['DAMTP-Cambridge']
E. Schreiber,1998,4,[]
E. Seiler,1997,3,"['MPI, Munich']"
E. Sezgin,1992,61,[]
E. Sharpe,1996,11,[]
E. Silverstein,1995,10,['SLAC']
E. Sokatchev,1992,32,[]
E. Sorace,1992,6,[]
E. Spallucci,1992,30,[]
E. T. Akhmedov,1995,12,"['ITEP, Moscow', 'ITEP']"
E. T. Tomboulis,1995,4,['UCLA']
E. Thiran,1998,1,[]
E. Toprak,2002,2,['1']
E. Tricarico,2000,2,[]
E. Trincherini,2002,1,[]
E. V. Damaskinsky,1994,1,[]
E. V. Gorbar,1993,7,"['Instituto de Fisica Teorica, Sao Paulo, Brazil']"
E. V. Ivashkevich,1996,1,[]
E. V. Orlov,1998,4,[]
E. V. Pavlova,1996,1,[]
E. V. Prokhvatilov,1997,8,[]
E. V. Shuryak,1992,1,[]
E. Verdaguer,1993,1,[]
E. Verlinde,1994,14,[]
E. Vianello,1997,1,[]
E. Vicari,1995,5,['1']
E. Vinteler,1995,4,[]
E. Vlachos,1998,1,['2']
E. W. Mielke,1993,1,[]
E. Werner,1993,5,['U. of Regensburg']
E. Winstanley,1995,4,[]
E. Witten,1993,11,[]
E. Woolgar,1999,3,[]
E. Yoruk,1996,1,[]
E. Zafiris,1997,1,[]
E. Zaslow,1995,2,[]
Eanna E. Flanagan,1999,2,['Cornell']
Eanna Flanagan,2000,2,[]
Eckehard W. Mielke,1996,1,"['UAM-I, Mexico']"
Eckhard Meinrenken,1993,1,[]
Eckhard Rebhan,2003,1,[]
Ed Copeland,2002,1,[]
Edgardo T. Garcia Alvarez,1998,6,[]
Edi Gava,1999,4,[]
Edi Halyo,1993,15,['Stanford']
Edmund J Copeland,2002,1,[]
Edmund J. Copeland,2001,3,[]
Edmundo M. Monte,2001,1,[]
Edouard Brezin,1992,2,[]
Edson Stedile,1996,1,[]
Eduard Masso,2001,1,"['UAB, Barcelona']"
Eduardo Eyras,1998,8,[]
Eduardo Fradkin,1992,4,"['University of Illinois', 'University of Illinois at Urbana-Champaign, USA']"
Eduardo Guendelman,2002,3,[]
Eduardo I. Guendelman,1999,2,"['Ben-Gurion Univ., Beer-Sheva']"
Eduardo J. S. Villase~Nor,2000,5,[]
Eduardo Lima,2001,2,[]
Eduardo Ponton,1998,3,[]
Eduardo Ramos,1992,7,[]
Eduardo S. Tututi,2002,1,['1']
Eduardo Tututi,1996,1,[]
Edward Boyda,2002,1,[]
Edward D. Savage,1994,1,[]
Edward E. Boos,2001,2,[]
Edward Farhi,1992,3,[]
Edward Frenkel,1992,6,[]
Edward Goldstein,2002,1,[]
Edward Hsu,1992,1,[]
Edward P. Osipov,1996,3,"['Institute for Mathematics, Novosibirsk, RUSSIA', 'Department of Theoretical Physics, Sobolev Institute for Mathematics, Novosibirsk, Russia', 'Sobolev Institute for Mathematics, Novosibirsk, Russia']"
Edward Teo,1992,8,[]
Edward Witten,1992,100,[]
Edwin J. Beggs,1993,2,[]
Edwin J. Son,2002,1,[]
Edwin Langmann,1993,15,"['Theoretical Physics, KTH, Stockholm']"
Edwin Lim-Lombridas,1994,4,['University of Connecticut']
Edwin Lombridas,1992,1,[]
Efrain J. Ferrer,1996,5,[]
Efrain Rojas,2000,2,[]
Egor Babaev,1999,2,[]
Egor Bugrij,1998,1,[]
Ehud Fuchs,1999,4,[]
Ehud Schreiber,2002,1,[]
Ei-Byung Park,1995,1,[]
Eiji Tanaka,1994,1,[]
Einan Gardi,1998,1,[]
Eisaku Ozawa,1996,1,[]
Eisaku Sakane,1994,1,[]
Eizou Umezawa,1998,3,[]
El H. El Kinani,2001,1,[]
El Hassan El Kinani,2000,1,[]
El Hassan Saidi,2000,5,[]
El Mostapha Sahraoui,2000,3,[]
Elcio Abdalla,1996,22,[]
Elena Caceres,1996,5,[]
Elena Gubankova,1999,2,[]
Elena L. Gubankova,1998,1,[]
Elena Perazzi,2001,2,['LBNL']
Elena Poletaeva,2000,3,[]
Elena Rivas,1995,1,[]
Eleonora Alfinito,2002,1,"['INFM, Sezione di Lecce, Italy']"
Eli Cohen,1998,1,[]
Eli Hawkins,1999,2,[]
Eli J. Mlawer,1993,1,[]
Elias C. Vagenas,2000,7,[]
Elias Gravanis,2001,5,[]
Elias Kiritsis,1995,8,['CERN']
Elie Gorbatov,2003,2,[]
Eliezer Rabinovici,1995,9,[]
Elisabeth Kraus,1993,15,"['2', 'Univ. Bonn']"
Eliyahu Greitzer,1995,1,[]
Eliza Klimv Ci K,1992,1,[]
Elizabeth Jurisich,1994,1,[]
Elizabeth Winstanley,1995,5,['Oxford']
Elliott Lieb,1992,1,[]
Eloy Ayon-Beato,1999,1,[]
Elsebeth Schroder,1997,1,['Bayreuth']
Elso Drigo Filho,1995,9,[]
Emanuel Katz,1999,6,[]
Emanuel R. De Oliveira,1999,1,[]
Emanuel Scheidegger,1999,2,"['AEI, Golm', 'LMU, Munich']"
Emanuele Berti,2003,1,[]
Emanuele Manfredini,1997,1,[]
Emanuele Sorace,1992,2,[]
Emery Sokatchev,2000,9,[]
Emil J. Martinec,1997,11,[]
Emil M. Prodanov,1998,7,"['NCSR ""Demokritos"", Athens']"
Emil Martinec,1993,15,"['University of Chicago, Enrico Fermi Institute']"
Emil Mottola,1995,5,['2']
Emil Nissimov,1992,7,[]
Emil T. Akhmedov,2000,4,"['ITEP,Moscow']"
Emili Bagan,1995,9,[]
Emilian Dudas,1997,3,[]
Emiliano Imeroni,2002,1,[]
Emiliano Sefusatti,2001,1,[]
Emilio Elizalde,1994,12,[]
Emilio N. M. Cirillo,1995,4,[]
Emily J. Hackett-Jones,2002,1,[]
Emmanuel Floratos,2002,1,[]
Emmanuel Kohlprath,2002,2,[]
Emmanuel Loyer,2002,1,[]
Emmanuel T. Rodulfo,2002,1,[]
Emparan,1993,1,[]
Emre Sermutlu,1995,1,[]
Emre Sermutlu.,1995,1,[]
Enke Wang,1998,3,[]
Ennio Gozzi,1997,1,[]
Enrico Calloni,2003,1,[]
Enrico Celeghini,1992,4,[]
Enrico Fermi,2002,1,[]
Enrico Meggiolaro,1995,5,[]
Enrico Trincherini,2003,1,['Milan Bicocca U.']
Enrique Alvarez,1992,19,[]
Enrique F Moreno,2002,1,[]
Enrique F. Moreno,1992,3,['2']
Enrique Moreno,1992,5,[]
Enzo Marinari,1992,3,[]
Enzo Olivieri,1995,1,[]
Eok Kyun Lee,2002,1,[]
Eqab M. Rabei,1995,1,[]
Erasmo Recami,1995,8,[]
Ergin Sezgin,1996,5,"['Texas A,M Univ.']"
Erhard Seiler,1993,5,[]
Eric Benedict,1995,1,[]
Eric Bergshoeff,1994,24,"['University of Groningen', 'RUG']"
Eric Braaten,1996,1,[]
Eric Carlen,1992,1,[]
Eric D. Williams,1996,1,[]
Eric Dhoker,1992,37,['UCLA']
Eric G. Gimon,1996,11,[]
Eric G. Novak,2000,2,[]
Eric Gimon,2000,4,[]
Eric Nicholson,2001,2,[]
Eric R. Sharpe,1998,9,[]
Eric Raiten,1992,3,[]
Eric Sharpe,2001,5,[]
Eric Smith,1992,2,[]
Eric W. Hirschmann,1995,1,[]
Eric Woolgar,2002,1,[]
Eric Zaslow,1992,8,[]
Erica E. Leite,1998,1,[]
Erich Poppitz,1994,15,[]
Erick A. Roura,1999,1,['UMass Amherst']
Erick J. Weinberg,1993,20,['Columbia']
Erik Aurell,1993,2,['Stockholm University']
Erik Flink,2002,1,[]
Erik Taflin.,1995,1,[]
Erik Verlinde,1992,15,[]
Erik Woehnert,2002,2,[]
Erling G. B. Hohler,1995,1,[]
Ernest Baver,1995,5,[]
Ernesto Fuenmayor,2001,1,[]
Ernesto Hernadez,2002,1,[]
Ernesto Lozano-Tellechea,1999,3,[]
Ernesto Lupercio,2002,1,[]
Ernst Joachim Weniger,2001,1,[]
Ernst Werner,1997,2,"['Institut f\\""ur Theoretische Physik, Universit\\""at Regensburg']"
Ervig Lapalme,2000,1,[]
Erwin Sucipto,2000,1,[]
Esa Karjalainen,1993,1,[]
Esko Keski-Vakkuri,1993,20,"['Helsinki Inst. of Physics', 'Caltech']"
Esperanza Lopez,1997,10,['AEI-Potsdam']
Esteban A. Calzetta,2001,1,[]
Esteban Calzetta,1995,1,[]
Esther Perez,1997,4,[]
Etera R. Livine,2002,2,['CPT Marseille']
Etsuko Itou,2002,3,['Osaka Univ.']
Ettore Aldrovandi,1994,2,[]
Ettore Remiddi,1997,1,"['Physics Dpt.,INFN, Bologna, Italy']"
Ettore Vicari,2000,7,[]
Eugen Radu,2000,3,"['Faculty of Physics, Albert-Ludwigs-University, Freiburg, Germany']"
Eugene A. Lim,2003,1,[]
Eugene A. Mirabelli,1997,1,[]
Eugene Cremmer,1997,1,[]
Eugene Ferapontov,1995,1,[]
Eugene Perevalov,1996,7,[]
Eugene Shuster,1999,1,[]
Eugene Strahov,2002,1,[]
Eugene Tyurin,1993,4,"['ITP, SUNY at Stony Brook']"
Eugenio R. Bezerra De Mello,2002,2,"['University of Paraiba, Brazil']"
Eugenios Angelopoulos,1998,1,[]
Eui-Soon Yim,1996,1,[]
Eun-Joo Ahn,2002,1,[]
Eunsang Kim,1999,3,[]
Euro Spallucci,1993,3,[]
Euy Soo Na,1998,2,[]
Eva Silverstein,1992,31,['SLAC']
Evangelos Mavrikis,1996,2,[]
Eve Mariel Santangelo,1996,1,[]
Everton M. C. Abreu,1995,15,"[""UNESP/Campus de Guaratinguet\\'a"", 'FEG / UNESP', ""UNESP/Campus de Guaratingueta'"", 'UNESP/Campus de Guaratingueta']"
Evgeni E. Donets,1995,1,[]
Evgeny A. Ivanov,1996,2,[]
Evgeny Buchbinder,2002,1,[]
Evgeny I. Buchbinder,2002,2,[]
Evgeny Ivanov,1998,8,[]
Evgeny Sorkin,2002,1,[]
Evgenyi A. Ivanov,1995,3,[]
Evgenyi Ivanov,1992,1,[]
Evghenii Gaburov,2001,1,[]
Ewald Roessl,2000,2,[]
Ezequiel Alvarez,2000,1,[]
Ezer Melzer,1992,7,['Tel-Aviv University']
Ezra Getzler,2000,1,"['RIMS,Northwestern']"
F C Santos,2001,1,[]
F Dolan,2000,1,[]
F G Scholtz,1995,4,[]
F Loran,1999,2,[]
F T Brandt,1996,1,[]
F. A. B. Rabelo De Carvalho,1993,2,[]
F. A. Bais,1992,13,[]
F. A. Barone,2003,1,[]
F. A. Berends,1997,1,[]
F. A. Brito,1996,6,[]
F. A. Cachazo,2000,1,[]
F. A. Dilkes,1995,6,[]
F. A. Dolan,2000,4,[]
F. A. Lunev,1994,6,[]
F. A. R. Navarro,2000,1,[]
F. A. S. Nobre,1999,1,[]
F. A. Schaposnik,1992,51,"['3', 'University of La Plata', 'Universidad Nacional de La Plata, Argentina']"
F. A. Smirnov,1993,8,[]
F. Abild-Pedersen,2001,1,[]
F. Aceves De La Cruz,2001,4,[]
F. Aigner,2003,1,[]
F. Aldabe,1996,6,[]
